conv:chats_1126_306:aug_0:chat_0:chataug_0| philip sandy| [person:philip m 0-0][person:sandy f 1-1]
conv:chats_1127_65:aug_0:chat_0:chataug_0| carolyn stanley| [person:carolyn f 0-0][person:stanley m 1-1]
stanley| Today I felt embarrassed in the field| [person:stanley m 1-1]
carolyn| I came back from the field when your coach whistled| [person:carolyn f 0-0][person:stanley m 7-7]
stanley| I know but after my practice he had a long conversation with me in this topic| [person:stanley m 0-0][person:stanley m 4-4][person:coach m 6-6][person:stanley m 12-12]
carolyn| Actually I just wanted to suggest you about the flaws that I found| [person:carolyn f 1-1][person:stanley m 6-6][person:carolyn f 11-11]
stanley| That is not at all a big issue|
carolyn| I never tried to put you coach down I just wanted to share my feeling with you| [person:carolyn f 0-0][person:stanley m 5-5][person:carolyn f 8-8][person:carolyn f 13-13][person:stanley m 16-16]
stanley| He made it a big issue| [person:coach m 0-0]
carolyn| Okay if you want I can have a conversation with Adam regarding this| [person:stanley m 2-2][person:carolyn f 4-4][person:adam m 10-10]
stanley| I think you should chat with him once| [person:stanley m 0-0][person:carolyn f 2-2][person:stanley m 6-6]
carolyn| I will definitely honor your suggestion| [person:carolyn f 0-0][person:stanley m 4-4]

conv:chats_1127_68:aug_0:chat_0:chataug_0| brad marie| [person:brad m 0-0][person:marie f 1-1]
brad| Hello I need your suggestion| [person:brad m 1-1][person:marie f 3-3]
marie| Yeah sure tell me I will try to help you out| [person:marie f 3-3][person:marie f 4-4][person:brad m 9-9]
brad| My siblings Harold and Frances are coming this week to meet me I want a good plan from you for them| [person:brad m 0-0][person:harold m 2-2][person:frances f 4-4][person:marie f 11-11][person:brad m 12-12][person:marie f 18-18][person:them g(marie:harold) 20-20]
marie| For that first tell me what did they do last time| [person:marie f 4-4][person:they g() 7-7]
brad| Last time we visited most of the places and in the evening we watched a horror movie| [person:brad m 2-2][location:places g() 7-7][person:brad m 12-12]
marie| Well I think they haven t visited the Fun City| [person:marie f 1-1][person:they g() 3-3][location:city s 9-9]
brad| Hey you are right They haven t visited there Lots of rides are there| [person:brad m 1-1][person:they g() 4-4][location:city s 8-8][location:city s 13-13]
marie| They will definitely enjoy it After that you all can have dinner| [person:they g() 0-0][person:brad m 7-7]
brad| Thank you dear Why don t you join us| [person:marie f 1-1][person:marie f 6-6][person:marie f 8-8]
marie| Thank you so much for the proposal but my father is not well I have to stay at home with him| [person:brad m 1-1][person:marie f 8-8][person:marie f 13-13][location:home s 18-18][person:harold m 20-20]

conv:chats_1127_73:aug_0:chat_0:chataug_0| bruce troy| [person:bruce m 0-0][person:troy m 1-1]
bruce| As we shifted together lets have a party here| [person:we g(bruce:troy) 1-1][location:here u 8-8]
troy| Okay We can call Philip and Raymond also| [person:we g(bruce:troy) 1-1][person:philip m 4-4][person:raymond m 6-6]
bruce| I invited them for dinner at our place| [person:bruce m 0-0][person:them g(philip:raymond) 2-2][person:we g(bruce:troy) 6-6][location:place s 7-7]
troy| Good I should take dinner from outside as it will be too late to cook food at home| [person:troy m 1-1][location:home s 17-17]
bruce| They are willing to bring something as they are coming to our place for the first time| [person:them g(philip:raymond) 0-0][person:them g(philip:raymond) 7-7][person:we g(bruce:troy) 11-11][location:place s 12-12]
troy| Well I already took that we required| [person:troy m 1-1][person:we g(bruce:troy) 5-5]
bruce| Still they want too bring something for us| [person:them g(philip:raymond) 1-1][person:we g(bruce:troy) 7-7]
troy| Okay then tell them to bring some chips| [person:them g(philip:raymond) 3-3]
bruce| I informed them Philip and Raymond are on their way they will reach within 45 minutes When will you come| [person:bruce m 0-0][person:them g(philip:raymond) 2-2][person:philip m 3-3][person:raymond m 5-5][person:them g(philip:raymond) 8-8][person:them g(philip:raymond) 10-10][person:troy m 18-18]
troy| I will be there within 15 minutes not to worry| [person:troy m 0-0][location:place s 3-3]

conv:chats_1127_74:aug_0:chat_0:chataug_0| gary terry| [person:gary m 0-0][person:terry m 1-1]
gary| Hey Terry I m in the town and let s catch up soon| [person:terry m 1-1][person:gary m 2-2][location:town s 6-6]
terry| Hey Gary welcome back I m so happy to see you back I miss our school days badly| [person:gary m 1-1][person:terry m 4-4][person:gary m 10-10][person:terry m 12-12][person:our g(gary:terry) 14-14][location:school s 15-15]
gary| Yes Terry I miss those days where we used to go for school shopping I really wish those days will come back| [person:terry m 1-1][person:gary m 2-2][person:our g(gary:terry) 7-7][location:school s 12-12][person:gary m 14-14]
terry| Let s make it happen now How about we all going for a school shopping now| [person:our g(gary:terry) 8-8][location:school s 13-13]
gary| That sounds really good You plan it and we will definitely make it happen| [person:terry m 4-4][person:our g(gary:terry) 8-8]
terry| Let s invite Garyty and Jordan as well They both want to see you from long time| [person:jordan m 5-5][person:jordan m 8-8][person:gary m 13-13]
gary| Is it I m really happy to meet them as well We will call them for sure Where shall we go for shopping Suggest some places| [person:gary m 2-2][person:jordan m 8-8][person:our g(gary:terry) 11-11][person:jordan m 14-14][person:we g(gary:terry:jordan) 19-19][location:places g() 25-25]
terry| How about Charminar You get books for a cheaper price Also I would suggest Tank bund Koti and Begum bazar The stationary is dead cheap in these places| [location:charminar s 2-2][person:gary m 3-3][person:terry m 11-11][location:tank_bund s 14-15][location:koti s 16-16][location:begum_bazar s 18-19][location:places g() 27-27]
gary| We will go to Begum Bazar I still remember the madness we had in Begum bazar last time| [person:we g(gary:terry:jordan) 0-0][location:begum_bazar s 4-5][person:gary m 6-6][person:we g(gary:terry:jordan) 11-11][location:begum_bazar s 14-15]
terry| Yes such a fine memory that is Okay I will start in an hour See you soon| [person:terry m 8-8][person:gary m 15-15]

conv:chats_1127_75:aug_0:chat_0:chataug_0| billy sarah| [person:billy m 0-0][person:sarah f 1-1]
sarah| Hello Billy Congrajulations for being selected as teamleader for the project| [person:billy m 1-1]
billy| Hi Sarah Thank you for your greetings And congrajulations too as you even got selected as team leader for the same project| [person:sarah f 1-1][person:sarah f 3-3][person:sarah f 5-5][person:sarah f 11-11][person:team g(sarah:billy) 16-16]
sarah| Thank you Looking forward to work with you and any idea about the project| [person:billy m 1-1][person:billy m 7-7]
billy| As the project is very important i thought of adding few pupils into the project What do you say| [person:billy m 6-6][person:sarah f 17-17]
sarah| Thats actually a good idea Lets proceed and i would say that we will add pupil who had already worked on the previous projects I guess that will help us| [person:sarah f 8-8][person:we g(sarah:billy) 12-12][person:sarah f 24-24][person:us g(sarah:billy) 29-29]
billy| Great lets do the way you said Do you have any names to suggest| [person:sarah f 5-5][person:sarah f 8-8]
sarah| Yeah I do have names to suggest Names from me would be Ethan and Sherrie| [person:sarah f 1-1][person:sarah f 9-9][person:ethan m 12-12][person:sherrie f 14-14]
billy| Thats actually cool Adding these two into our project would really help us And only two into the project not any more| [person:our g(sarah:billy:ethan:sherrie) 7-7][person:us g(sarah:billy) 12-12]
sarah| I guess these are enough and even we are there in the project So we can handle and submit the project by ETA We will inform them as soon as we meet them tomorrow| [person:sarah f 0-0][person:we g(sarah:billy) 7-7][person:we g(sarah:billy) 14-14][person:we g(sarah:billy) 23-23][person:them g(ethan:sherrie) 26-26]
billy| Done Lets meet early and we distribute work among ourselves See you tomorrow| [person:we g(sarah:billy:ethan:sherrie) 5-5][person:sarah f 11-11]

conv:chats_1127_79:aug_0:chat_0:chataug_0| shawn tracy| [person:shawn m 0-0][person:tracy f 1-1]
shawn| Hi Tracy How are you Are you free now| [person:tracy f 1-1][person:tracy f 4-4][person:tracy f 6-6]
tracy| Hello Shawn I am fine What about you Tell me what is the matter all about| [person:shawn m 1-1][person:tracy f 2-2][person:shawn m 7-7][person:tracy f 9-9]
shawn| Shall we play tennis by this week end as we planned| [person:we g(shawn:tracy) 1-1][person:we g(shawn:tracy) 9-9]
tracy| Yeah sure we will play Would you like to call some other people to join with us| [person:we g(shawn:tracy) 2-2][person:shawn m 6-6][person:we g(shawn:tracy) 16-16]
shawn| Yes I want to call my friend Frank as he is also interested to play tennis| [person:shawn m 1-1][person:shawn m 5-5][person:frank m 6-6][person:frank m 7-7][person:frank m 9-9]
tracy| Oh that s nice to here We can call one more person among Pedro Timothy and Marilyn| [location:here u 5-5][person:we g(shawn:tracy) 6-6][person:pedro m 13-13][person:timothy m 14-14][person:marilyn f 16-16]
shawn| Yeah That was a nice idea But I think Timothy and Marilyn are planning to move towards library| [person:shawn m 7-7][person:timothy m 9-9][person:marilyn f 11-11][location:library s 17-17]
tracy| Oh I see then we shall call Pedro to join with us| [person:tracy f 1-1][person:we g(shawn:tracy) 4-4][person:pedro m 7-7][person:us g(shawn:tracy:frank) 11-11]
shawn| Okay then I will pick him from his home wile I am coming to the court| [person:shawn m 2-2][person:pedro m 5-5][person:pedro m 7-7][location:home s 8-8][person:shawn m 10-10]
tracy| Okay We will meet there bye| [person:we g(shawn:tracy:frank:pedro) 1-1][location:library s 4-4]

conv:chats_1127_80:aug_0:chat_0:chataug_0| pam robert| [person:pam f 0-0][person:robert m 1-1]
robert| Can you help with a plan for my siblings Wilson and Ivy| [person:pam f 1-1][person:robert m 7-7][person:wilson m 9-9][person:ivy f 11-11]
pam| Yeah sure When they are coming and for how many days| [person:they g(wilson:ivy) 3-3]
robert| In this weekend they are visiting to this city and they want to spend one whole day with me| [person:they g(wilson:ivy) 3-3][location:city s 8-8][person:they g(wilson:ivy) 10-10][person:robert m 18-18]
pam| What did they do when they came earlier| [person:they g(wilson:ivy) 2-2][person:they g(wilson:ivy) 5-5]
robert| Last month we went to the snow park and then had wonderful dinner That time they enjoyed a lot| [person:we g(robert:wilson:ivy) 2-2][location:park s 7-7][person:they g(wilson:ivy) 15-15]
pam| That means they will definitely love to visit the Fun World There are many different rides that will make them happy| [person:they g(wilson:ivy) 2-2][location:fun_world s 9-10][location:fun_world s 11-11][person:they g(wilson:ivy) 19-19]
robert| You are right After that we can go for the new horror movie and end up with dinner| [person:pam f 0-0][person:we g(robert:wilson:ivy) 5-5][location:movie s 12-12]
pam| Yeah that is also a good plan|
robert| Thank you so much for the plan If you don t have any work you can join us| [person:pam f 1-1][person:pam f 8-8][person:pam f 14-14][person:we g(robert:wilson:ivy) 17-17]
pam| Thank you for the proposal but I have appointment with doctor U guys carry on| [person:robert m 1-1][person:pam f 6-6][person:doctor u 10-10][person:we g(robert:wilson:ivy) 11-11]

conv:chats_1127_82:aug_0:chat_0:chataug_0| julie phillip| [person:julie f 0-0][person:phillip m 1-1]
phillip| I am really happy that they are not disturbing us in our work as they are busy with their drum set| [person:phillip m 0-0][person:they g() 5-5][person:us g(phillip:julie) 9-9][person:us g(phillip:julie) 11-11][person:they g() 14-14][person:they g() 18-18]
julie| But all the day they are playing it and even I can t hear properly over the phone| [person:they g() 4-4][person:julie f 10-10]
phillip| Their grand parents have gifted an useful gift but they need to understand the correct time to play it| [person:they g() 0-0][person:parents g() 2-2][person:they g() 9-9]
julie| ou are right During the weekend they even don t go for playing with their friends| [person:they g() 6-6][person:they g() 14-14][person:friends g() 15-15]
phillip| We either need to make them understand when to play drums or we have to stop them playing it| [person:us g(phillip:julie) 0-0][person:they g() 5-5][person:us g(phillip:julie) 12-12][person:they g() 16-16]
